objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Scythe","169786","9","","0","1","0","0","0","0","0","0","0","2","","","","","","30098684","8.10134","8.26261","3.3788","10","59094","thing","Scythe","1","5","115","115","90","2016","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Seasons","108745","8","","0","1","0","0","0","0","0","0","0","3","","","","","","22673124","7.2706","7.43269","2.7763","183","22065","thing","Seasons","2","4","60","60","60","2012","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Seeland","63759","7","","0","1","0","0","0","0","0","0","0","3","","","","","","28821639","6.31824","6.9349","2.3175","1301","2744","thing","Seeland","2","4","60","60","45","2010","2,3,4","","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sellswords","159868","6","","0","1","0","0","0","0","0","0","0","3","","","","","","28836077","5.82124","6.59102","1.9048","3274","1263","thing","Sellswords","2","2","15","15","15","2014","2","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse","102652","8","","0","1","0","0","0","0","0","0","0","1","","","","","","22260124","7.03366","7.25945","2.4949","330","19891","thing","Sentinels of the Multiverse","2","5","60","60","30","2011","1,2,3,4,5","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Infernal Relics","123726","0","","0","1","0","0","0","0","0","0","0","3","","","","","","22673150","6.87953","8.12008","2.4286","0","4867","thing","Sentinels of the Multiverse: Infernal Relics","2","5","30","30","30","2012","1,2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Rook City","110242","0","","0","1","0","0","0","0","0","0","0","3","","","","","","22673143","6.81537","7.89666","2.3889","0","5306","thing","Sentinels of the Multiverse: Rook City","2","5","30","30","30","2012","2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Shadow Hunters","24068","6","","0","1","0","0","0","0","0","0","0","3","","","","","","22214179","6.58324","6.82751","1.8228","840","8168","thing","Shadow Hunters","4","8","60","60","60","2005","5,6,7,8","7,8","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadowrift","112092","6","","0","1","0","0","0","0","0","0","0","1","","","","","","30002330","6.22035","7.23169","2.7077","1553","2059","thing","Shadowrift","1","6","120","120","45","2012","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadowrift: Archfiends","153435","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30002331","5.56916","7.37455","2","0","635","thing","Shadowrift: Archfiends","1","6","45","45","45","2015","","","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Shadowrun: Crossfire","135382","5","","0","1","0","0","0","0","0","0","0","3","","","","","","36073929","6.64601","7.19092","2.8188","751","5152","thing","Shadowrun: Crossfire","1","4","60","60","30","2014","1,2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows over Camelot","15062","0","","0","0","0","0","0","0","0","0","1","3","","","","","","21734796","6.99457","7.12712","2.5639","366","29813","thing","Shadows over Camelot","3","7","80","80","60","2005","4,5,6,7","5,6,7","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows over the Empire","121615","6","","0","1","0","0","0","0","0","0","0","3","","","","","","21735182","5.6419","5.9953","2.8444","5539","1214","thing","Shadows over the Empire","2","4","30","30","30","2013","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows over the Empire: Fallen Allies","149165","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36073940","5.52951","6.41419","3","0","358","thing","Shadows over the Empire: Fallen Allies","2","4","30","30","30","2013","2","2","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Shakespeare","180511","0","","0","0","0","0","0","0","0","0","1","3","","","","","","30825279","6.88589","7.45225","3.0138","470","4745","thing","Shakespeare","1","4","90","90","20","2015","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sheriff of Nottingham","157969","8","","0","1","0","0","0","0","0","0","0","1","","","","","","28836292","7.06111","7.18567","1.6526","307","40089","thing","Sheriff of Nottingham","3","5","60","60","60","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","2511","7","","0","1","0","0","0","0","0","0","0","3","","","","","","30098670","7.56013","7.78136","2.7011","72","28232","thing","Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","1","8","120","120","60","1981","1,2,3,4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Shogun","20551","7","","0","1","0","0","0","0","0","0","0","3","","","","","","21735011","7.313","7.55","3.3729","163","12186","thing","Shogun","3","5","120","120","90","2006","3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sid Meier's Civilization: A New Dawn","233247","0","","0","0","0","0","0","0","0","0","1","2","","","","","","47493302","6.7049","7.34089","3.0472","680","5383","thing","Sid Meier's Civilization: A New Dawn","2","4","120","120","60","2017","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Sid Meier's Civilization: The Board Game","77130","0","","0","0","0","0","0","0","0","0","1","3","","","","","","21784597","7.20999","7.44071","3.8786","216","18138","thing","Sid Meier's Civilization: The Board Game","2","4","240","240","120","2010","2,3,4","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World","40692","6","","0","0","0","0","0","0","0","0","0","3","","","","","","48588105","7.20067","7.28741","2.3627","221","73513","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Smash Up","122522","7","","0","1","0","0","0","0","0","0","0","3","","","","","","23030960","6.6339","6.7851","2.056","764","35478","thing","Smash Up","2","4","45","45","45","2012","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Smash Up: Awesome Level 9000","134726","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36073955","6.90952","7.28583","2.1345","450","16450","thing","Smash Up: Awesome Level 9000","2","2","45","45","45","2013","2","","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Smash Up: Science Fiction Double Feature","151004","0","","0","1","0","0","0","0","0","0","0","3","","","","","","23030962","6.78311","7.33818","2.3067","599","11061","thing","Smash Up: Science Fiction Double Feature","2","2","45","45","30","2014","2","","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Soulfall","175510","7","","0","1","0","0","0","0","0","0","0","3","","","","","","28821688","5.6205","6.36545","2.2667","6047","621","thing","Soulfall","2","4","45","45","30","2015","1,2,3","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Hulk: Death Angel – The Card Game","71721","6","","0","1","0","0","0","0","0","0","0","3","","","","","","36073961","6.79241","6.99289","2.4149","588","20362","thing","Space Hulk: Death Angel – The Card Game","1","6","60","60","30","2010","1,2,3,4,5,6","1","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirit Island","162886","8","","0","1","0","0","0","0","0","0","0","3","","","","","","48588388","8.02523","8.32604","3.9259","14","22700","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Splendor","148228","5","","0","1","0","0","0","0","0","0","0","3","","","","","","30589313","7.35493","7.46557","1.8068","143","67923","thing","Splendor","2","4","30","30","30","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Spyfall","166384","8","","0","1","0","0","0","0","0","0","0","1","","","","","","30002415","6.82446","6.95354","1.2476","534","23124","thing","Spyfall","3","8","15","15","15","2014","4,5,6,7,8","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms","147020","6","","0","0","0","0","0","0","0","0","0","3","","","","","","46810820","7.46522","7.60178","1.9516","98","45176","thing","Star Realms","2","2","20","20","20","2014","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Trek Deck Building Game: The Next Generation","98242","6","","0","1","0","0","0","0","0","0","0","3","","","","","","21735382","5.90072","6.4868","2.4706","2756","2234","thing","Star Trek Deck Building Game: The Next Generation","2","5","90","90","60","2011","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Trek: Attack Wing","139771","7","","0","1","0","0","0","0","0","0","0","1","","","","","","23404997","6.38555","7.52706","2.6953","1168","3221","thing","Star Trek: Attack Wing","2","99","60","60","60","2013","2,3,4,5","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Trek: Attack Wing – U.S.S. Reliant Expansion Pack","143734","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36073976","5.62417","7.33107","2","0","664","thing","Star Trek: Attack Wing – U.S.S. Reliant Expansion Pack","2","99","30","30","30","2013","2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Trek: Attack Wing – U.S.S. Voyager Expansion Pack","150499","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36073981","5.62439","8.09189","0","0","455","thing","Star Trek: Attack Wing – U.S.S. Voyager Expansion Pack","2","0","30","30","30","2014","","","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Trek: Fleet Captains","79127","0","","0","0","0","0","0","0","0","0","1","2","","","","","","21742976","6.85654","7.53638","3.0539","497","4860","thing","Star Trek: Fleet Captains","2","4","120","120","90","2011","2,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Trek: Fleet Captains – Romulan Empire","125652","0","","0","0","0","0","0","0","0","0","1","3","","","","","","21742986","6.25708","7.94011","3.2667","0","2252","thing","Star Trek: Fleet Captains – Romulan Empire","2","6","120","120","90","2012","2,3,4,5,6","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Imperial Assault","164153","6","","0","0","0","0","0","0","0","0","0","3","","","","","","46956387","7.77502","8.04774","3.2968","37","30876","thing","Star Wars: Imperial Assault","2","5","120","120","60","2014","2,3,4,5","2,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: The Card Game","103886","6","","0","1","0","0","0","0","0","0","0","3","","","","","","30589171","6.80793","7.24377","2.9545","564","9492","thing","Star Wars: The Card Game","2","2","60","60","30","2012","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Edge of Darkness","138170","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36073995","6.03415","7.70106","3.1053","0","2742","thing","Star Wars: The Card Game – Edge of Darkness","2","2","60","60","60","2013","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"StarCraft: The Board Game","22827","0","","0","0","0","0","0","0","0","0","1","1","","","","","","46956594","6.96829","7.33876","3.83","392","8356","thing","StarCraft: The Board Game","2","6","240","240","180","2007","2,3,4,5,6","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Steam Park","121410","6","","0","1","0","0","0","0","0","0","0","3","","","","","","25166869","6.61128","6.90997","2.098","802","8022","thing","Steam Park","2","4","60","60","60","2013","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Stockpile","161614","7","","0","1","0","0","0","0","0","0","0","3","","","","","","34054106","7.04766","7.53883","2.0966","318","5504","thing","Stockpile","2","5","45","45","45","2015","3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Stone Age","34635","7","","0","0","0","0","0","0","0","0","0","3","","","","","","46810800","7.48298","7.58998","2.4858","92","42936","thing","Stone Age","2","4","90","90","60","2008","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Suburbia","123260","9","","0","1","0","0","0","0","0","0","0","1","","","","","","21734850","7.40658","7.54991","2.7733","118","23326","thing","Suburbia","1","4","90","90","90","2012","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Suburbia Inc","145196","0","","0","1","0","0","0","0","0","0","0","3","","","","","","23030955","7.12985","7.98383","2.7326","0","7409","thing","Suburbia Inc","1","4","90","90","90","2013","1,2,3,4","3","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Summoner Wars: Alliances Master Set","158889","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074005","6.85659","8.19477","2.7073","496","3179","thing","Summoner Wars: Alliances Master Set","2","4","45","45","45","2014","2,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Summoner Wars: Cloaks Faction Deck","90316","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074011","6.32609","7.87076","2.7895","0","3000","thing","Summoner Wars: Cloaks Faction Deck","2","4","30","30","30","2011","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Summoner Wars: Master Set","93260","8","","0","1","0","0","0","0","0","0","0","1","","","","","","21784585","7.26413","7.54238","2.5157","186","12555","thing","Summoner Wars: Master Set","2","4","60","60","30","2011","2,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Summoner Wars: The Filth Faction Deck","113225","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074014","6.35079","8.07051","2.5238","0","2805","thing","Summoner Wars: The Filth Faction Deck","2","4","30","30","30","2012","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore","92190","8","","0","1","0","0","0","0","0","0","0","3","","","","","","30589603","6.29714","6.84853","2.7547","1357","5518","thing","Super Dungeon Explore","2","6","120","120","120","2011","2,3,4,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Caverns of Roxor","124322","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30098663","5.80234","7.43428","2.5455","0","1619","thing","Super Dungeon Explore: Caverns of Roxor","2","6","120","120","120","2012","","","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Super Dungeon Explore: Forgotten King","156548","9","","0","1","0","0","0","0","0","0","0","3","","","","","","28821912","6.10554","7.05163","3.1522","1885","3638","thing","Super Dungeon Explore: Forgotten King","1","6","120","120","90","2015","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Sylvion","143405","6","","0","1","0","0","0","0","0","0","0","3","","","","","","36074031","6.51404","7.16305","2.0617","938","5324","thing","Sylvion","1","2","30","30","30","2015","1,2","1","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"SYNOD","198778","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074035","5.53576","6.45189","1.75","10740","239","thing","SYNOD","2","2","15","15","10","2016","2","2","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"T.I.M.E Stories","146508","0","","0","1","0","0","0","0","0","0","0","3","","","","","","47666395","7.50355","7.68704","2.6117","88","30939","thing","T.I.M.E Stories","2","4","90","90","90","2015","2,3,4","4","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Tales of the Arabian Nights","34119","7","","0","1","0","0","0","0","0","0","0","1","","","","","","22260125","6.9872","7.2206","2.1582","372","15814","thing","Tales of the Arabian Nights","1","6","120","120","120","2009","2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Targi","118048","8","","0","1","0","0","0","0","0","0","0","3","","","","","","30589113","7.3646","7.61734","2.3566","138","15885","thing","Targi","2","2","60","60","60","2012","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Telestrations","46213","8","","0","1","0","0","0","0","0","0","0","3","","","","","","28836204","7.17512","7.41014","1.0903","238","15166","thing","Telestrations","4","8","30","30","30","2009","5,6,7,8","8","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Terra Mystica","120677","7","","0","0","0","0","0","0","0","0","1","2","","","","","","21769473","8.02607","8.17553","3.9541","13","38007","thing","Terra Mystica","2","5","150","150","60","2012","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Terraforming Mars","167791","8","","0","0","0","0","0","0","0","0","1","2","","","","","","37013335","8.26111","8.41686","3.2321","3","60420","thing","Terraforming Mars","1","5","120","120","120","2016","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Theseus: The Dark Orbit","144529","7","","0","1","0","0","0","0","0","0","0","3","","","","","","36074058","6.35767","7.12687","2.8131","1218","2743","thing","Theseus: The Dark Orbit","2","4","90","90","45","2013","2,3","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Through the Ages: A New Story of Civilization","182028","7","","0","1","0","0","0","0","0","0","0","3","","","","","","30170049","8.23926","8.50019","4.382","4","21705","thing","Through the Ages: A New Story of Civilization","2","4","120","120","120","2015","2,3,4","3","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunder & Lightning","191963","7","","0","1","0","0","0","0","0","0","0","3","","","","","","36074064","6.19528","7.26167","1.8125","1620","1975","thing","Thunder & Lightning","2","2","40","40","40","2016","2","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunderstone Advance: Caverns of Bane","122967","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074069","6.47041","7.78027","2.6818","0","3068","thing","Thunderstone Advance: Caverns of Bane","1","5","45","45","45","2012","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Thunderstone Advance: Into the Abyss","158727","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074071","5.9551","7.96887","2.6923","0","1141","thing","Thunderstone Advance: Into the Abyss","1","5","60","60","60","2014","1,2,3,4","3","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Thunderstone Advance: Numenera","142961","7","","0","1","0","0","0","0","0","0","0","3","","","","","","22214216","6.35693","7.31996","2.7258","1220","2869","thing","Thunderstone Advance: Numenera","1","5","90","90","60","2013","1,2,3,4","2,3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Thunderstone Advance: Towers of Ruin","116998","7","","0","1","0","0","0","0","0","0","0","1","","","","","","21734844","6.93632","7.40695","2.7395","425","6775","thing","Thunderstone Advance: Towers of Ruin","1","5","45","45","45","2012","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride","9209","6","","0","0","0","0","0","0","0","0","0","3","","","","","","48587299","7.33322","7.43739","1.8606","156","84088","thing","Ticket to Ride","2","5","60","60","30","2004","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride Map Collection: Volume 5 – United Kingdom & Pennsylvania","182078","0","","0","0","0","0","0","0","0","0","1","3","","","","","","30098656","7.33014","8.02734","2.2804","0","9399","thing","Ticket to Ride Map Collection: Volume 5 – United Kingdom & Pennsylvania","2","5","75","75","30","2015","2,3,4,5","4","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride: Europa 1912","53383","0","","0","1","0","0","0","0","0","0","0","3","","","","","","34054648","7.08843","7.65322","1.9502","0","13119","thing","Ticket to Ride: Europa 1912","2","5","60","60","30","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Ticket to Ride: Europe","14996","7","","0","1","0","0","0","0","0","0","0","3","","","","","","36074093","7.43832","7.55427","1.9495","106","68521","thing","Ticket to Ride: Europe","2","5","60","60","30","2005","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ticket to Ride: Nordic Countries","31627","0","","0","0","0","0","0","0","0","0","1","3","","","","","","21735029","7.3658","7.63969","1.9792","137","15129","thing","Ticket to Ride: Nordic Countries","2","3","60","60","30","2007","2,3","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tides of Time","176229","7","","0","1","0","0","0","0","0","0","0","3","","","","","","36074100","6.47634","6.70403","1.5967","1001","9698","thing","Tides of Time","2","2","20","20","15","2015","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Defenders","155708","6","","0","1","0","0","0","0","0","0","0","3","","","","","","36074102","6.01401","6.34274","1.7895","2236","5982","thing","Tiny Epic Defenders","1","4","30","30","30","2015","1,2,3,4","1","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tiny Epic Galaxies","163967","0","","0","0","0","0","0","0","0","0","1","3","","","","","","30162010","7.16155","7.38672","2.1604","244","23184","thing","Tiny Epic Galaxies","1","5","45","45","30","2015","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tokaido Collector's Edition","155731","7","","0","1","0","0","0","0","0","0","0","3","","","","","","36074104","6.44975","7.71702","2.0714","0","2848","thing","Tokaido Collector's Edition","2","5","45","45","45","2015","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Too Many Bones","192135","0","","0","0","0","0","0","0","0","0","1","2","","","","","","46956652","7.55077","8.49521","3.8177","76","5991","thing","Too Many Bones","1","4","120","120","60","2017","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tragedy Looper","148319","7","","0","1","0","0","0","0","0","0","0","3","","","","","","36074106","6.76137","7.26827","3.5029","619","7636","thing","Tragedy Looper","2","4","120","120","120","2011","2,3,4","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tragedy Looper: Midnight Circle","181173","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074109","5.68417","8.02114","3.7","0","1747","thing","Tragedy Looper: Midnight Circle","2","4","120","120","120","2015","3,4","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Trains","121408","8","","0","1","0","0","0","0","0","0","0","3","","","","","","30589149","6.91758","7.19147","2.39","440","9450","thing","Trains","2","4","45","45","45","2012","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Trains: Map Pack 2 – Europe/Italy/California","174499","0","","0","1","0","0","0","0","0","0","0","3","","","","","","36074117","5.67808","7.57895","2.6667","0","828","thing","Trains: Map Pack 2 – Europe/Italy/California","2","4","45","0","45","2015","2,3,4","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Trains: Rising Sun","157001","8","","0","1","0","0","0","0","0","0","0","3","","","","","","28836375","6.59312","7.50948","2.4355","826","3527","thing","Trains: Rising Sun","2","4","45","45","45","2014","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Trajan","102680","7","","0","1","0","0","0","0","0","0","0","4","","","","","","28836256","7.54653","7.77698","3.6409","78","15545","thing","Trajan","2","4","120","120","60","2011","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Troyes","73439","7","","0","1","0","0","0","0","0","0","0","1","","","","","","28836258","7.57682","7.76699","3.4528","68","17894","thing","Troyes","2","4","90","90","90","2010","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tyrants of the Underdark","189932","7","","0","1","0","0","0","0","0","0","0","1","","","","","","36530930","7.22699","7.88803","2.5306","209","5083","thing","Tyrants of the Underdark","2","4","60","60","60","2016","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar","126163","7","","0","0","0","0","0","0","0","0","0","3","","","","","","48587181","7.77157","7.91904","3.6559","38","30321","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Uchronia","128063","6","","0","1","0","0","0","0","0","0","0","2","","","","","","30002498","5.95323","6.50487","2.7162","2511","1851","thing","Uchronia","2","5","60","60","45","2012","2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unfair","179172","7","","0","1","0","0","0","0","0","0","0","1","","","","","","46956895","6.69952","7.37467","2.6575","687","5461","thing","Unfair","2","5","125","125","50","2017","2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Vast: The Crystal Caverns","170416","8","","0","1","0","0","0","0","0","0","0","3","","","","","","36287703","6.83775","7.25254","3.5375","520","10323","thing","Vast: The Crystal Caverns","1","5","75","75","75","2016","2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Vegas Showdown","15364","0","","0","1","0","0","0","0","0","0","0","1","","","","","","30265626","6.8687","7.18571","2.3563","486","6979","thing","Vegas Showdown","3","5","75","75","75","2005","3,4,5","5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
